스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로 174,충청남도 공주시 반포면 학봉리 617-5,36.3601942,127.2466384,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로 174,충청남도 공주시 반포면 학봉리 617-5,36.3601993,127.2461949,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로 174,충청남도 공주시 반포면 학봉리 617-5,36.3602259,127.2457300,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3602457,127.2452049,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3602500,127.2447888,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3602306,127.2443190,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3601788,127.2439297,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3601399,127.2435109,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3600902,127.2430894,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3600449,127.2426679,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3599736,127.2422357,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3599043,127.2418308,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3598244,127.2414318,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3597293,127.2410087,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3597034,127.2405990,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로235,충청남도 공주시 반포면 학봉리 산7-60,36.3597574,127.2401705,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,우금티로,충청남도 공주시 우금티로 502,충청남도 공주시 공주시 금학동 357-1,36.4393196,127.1187467,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,우금티로,충청남도 공주시 우금티로 502,충청남도 공주시 공주시 금학동 357-1,36.4401981,127.1188727,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,우금티로,충청남도 공주시 우금티로 502,충청남도 공주시 공주시 금학동 357-1,36.4398938,127.1185911,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,백제큰길,충청남도 공주시 백제큰길 2394,충청남도 공주시 공주시 쌍신동 83-7,36.4840763,127.1321514,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5515159,126.9597871,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5515622,126.9602832,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5516390,126.9607632,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5517846,126.9611120,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5520268,126.9616363,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5522360,126.9621970,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5525454,126.9631438,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5527266,126.9637192,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5529098,126.9643159,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5530505,126.9647330,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5532219,126.9651903,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5533654,126.9655618,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5534937,126.9659708,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5536437,126.9663825,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5537958,126.9668318,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5549930,126.9489666,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5545723,126.9488767,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5541412,126.9487695,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5537155,126.9487936,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5532816,126.9489210,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5529249,126.9490631,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5524939,126.9492026,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5520654,126.9493649,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5516491,126.9496988,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,남방1길,충청남도 공주시 남방1길 57,충청남도 공주시 유구읍 석남리 384-107,36.5515054,126.9496385,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로 174,충청남도 공주시 반포면 학봉리 617-5,36.3608547,127.2506547,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,동학사1로,충청남도 공주시 동학사1로 174,충청남도 공주시 반포면 학봉리 617-5,36.3607154,127.2503811,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,백제큰길,충청남도 공주시 백제큰길 2394,충청남도 공주시 공주시 쌍신동 83-7,36.4825091,127.1319296,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5464034,126.9510022,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5460224,126.9506445,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5457340,126.9502118,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5454589,126.9497831,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5502970,126.9525680,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5503218,126.9531255,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5504515,126.9536669,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5505662,126.9542137,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5506097,126.9547659,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5506418,126.9558648,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5506545,126.9564143,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5514076,126.9470105,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5514000,126.9474324,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5513924,126.9478542,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5513847,126.9482761,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5513771,126.9486979,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5513695,126.9491198,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5513619,126.9495416,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5513542,126.9499635,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5513466,126.9503853,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,석남외마루길,충청남도 공주시 석남외마루길28,충청남도 공주시 유구읍 석남리 382-18,36.5513390,126.9508072,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5506656,126.9569445,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5506738,126.9574379,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5506899,126.9579340,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5508762,126.9584825,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5511523,126.9588539,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,충청남도 공주시 유구마곡사로 93,충청남도 공주시 유구읍 유구리 459,36.5514352,126.9592883,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,백제큰길,충청남도 공주시 백제큰길 2394,충청남도 공주시 공주시 쌍신동 83-7,36.4819306,127.1317948,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,,충청남도 공주시 사곡면 운암리 600-12,36.5665316,127.0105457,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,,충청남도 공주시 사곡면 운암리 600-12,36.5671951,127.0104920,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,,충청남도 공주시 사곡면 운암리 600-12,36.5670164,127.0106878,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,,충청남도 공주시 사곡면 운암리 600-12,36.5658413,127.0108918,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,,충청남도 공주시 사곡면 운암리 600-12,36.5655415,127.0109342,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,유구마곡사로,,충청남도 공주시 사곡면 운암리 600-12,36.5652007,127.0108774,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5555496,126.9524754,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5551454,126.9524345,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5547448,126.9524177,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5543377,126.9524063,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5539317,126.9523869,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5535214,126.9523715,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5531136,126.9523346,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5527212,126.9523379,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5523102,126.9523305,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5519053,126.9523124,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5512698,126.9522729,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5509532,126.9522628,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5505138,126.9522474,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5502856,126.9522400,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5501690,126.9522333,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5497270,126.9522129,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5492850,126.9521925,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5488431,126.9521721,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5483996,126.9521611,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5474866,126.9519691,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5471278,126.9516530,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,중앙2길,충청남도 공주시 중앙2길 65,충청남도 공주시 유구읍 석남리 287-8,36.5467672,126.9513289,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,백제큰길,충청남도 공주시 백제큰길 2394,충청남도 공주시 공주시 쌍신동 83-7,36.4816241,127.1317032,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,호계황골길,충청남도 공주시 호계황골길3,충청남도 공주시 사곡면 호계리 766,36.5046973,127.0239388,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,호계황골길,충청남도 공주시 호계황골길3,충청남도 공주시 사곡면 호계리 766,36.5044257,127.0238857,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,호계황골길,충청남도 공주시 호계황골길3,충청남도 공주시 사곡면 호계리 766,36.5041541,127.0238326,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
2,충청남도,공주시,호계황골길,충청남도 공주시 호계황골길3,충청남도 공주시 사곡면 호계리 766,36.5038825,127.0237795,1,N,무,무,Y,N,N,N,Y,N,,무,,,공주시청,041-840-8118,2022-11-21,4500000,충청남도 공주시
